f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034201638773083687,0.004371051210910082,0.005486366804689169,0.005155378486961126,0.004880461376160383,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.9109766483306885,0.7943211793899536,0.7495278120040894,0.7959936857223511,0.7981860637664795,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004371051210910082,0.005486366804689169,0.005155378486961126,0.004880461376160383,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.7943211793899536,0.7495278120040894,0.7959936857223511,0.7981860637664795,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005486366804689169,0.005155378486961126,0.004880461376160383,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.7495278120040894,0.7959936857223511,0.7981860637664795,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005155378486961126,0.004880461376160383,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.7959936857223511,0.7981860637664795,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004880461376160383,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.7981860637664795,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005886582192033529,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,1.0327770709991455,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.005784374196082354,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,1.0643360614776611,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00457493681460619,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.8031795024871826,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003914890810847282,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.9481624364852905,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0036360439844429493,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.9234634637832642,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0037271096371114254,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,1.554785966873169,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00395972328260541,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,2.6684682369232178,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004725465085357428,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,1.5814677476882935,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00487201614305377,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.9115040898323059,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413357513025403,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.005580546334385872,1.531980037689209,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.9551093578338623,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037910165265202522,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.005580546334385872,0.010026051662862301,0.7507777214050293,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.9551093578338623,1.720192551612854,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004500036593526602,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.005580546334385872,0.010026051662862301,0.010975144803524017,0.5952482223510742,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.9551093578338623,1.720192551612854,5.489469051361084,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0051465886645019054,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.005580546334385872,0.010026051662862301,0.010975144803524017,0.009059736505150795,1.7096121311187744,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.9551093578338623,1.720192551612854,5.489469051361084,3.0727157592773438,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0045901876874268055,0.004238577093929052,0.004727235529571772,0.005029303953051567,0.0046688285656273365,0.005346596706658602,0.006382374558597803,0.005641234572976828,0.00443212641403079,0.004228980280458927,0.003959217574447393,0.003993322141468525,0.0038203352596610785,0.0033982268068939447,0.004494857974350452,0.004873114638030529,0.004191954620182514,0.005580546334385872,0.010026051662862301,0.010975144803524017,0.009059736505150795,0.007465998642146587,0.93536376953125,1.1815015077590942,0.6963241696357727,1.5421972274780273,0.7407177686691284,1.0668182373046875,0.9647188186645508,1.7249248027801514,3.102506637573242,0.7725334167480469,0.8684340715408325,1.1807441711425781,2.291168212890625,0.836613118648529,1.0052435398101807,0.8202270269393921,0.7556180953979492,0.9551093578338623,1.720192551612854,5.489469051361084,3.0727157592773438,2.281280755996704,0.0
